City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Amritsar,09-04-2019,70.98,129.01,13.6,19.69,33.29,10.49,0.98,9.116976957681254,25.69,5.12,2.21,7.33,122.0,Moderate
Amritsar,10-04-2019,53.72,112.19,14.37,17.95,32.32,10.73,0.76,9.964088994245692,28.67,4.41,2.18,7.89,114.0,Moderate
Amritsar,11-04-2019,53.68,81.89,16.13,17.4,32.6,11.7,0.94,9.283604293071296,31.66,4.25,2.14,7.71,97.0,Satisfactory
Amritsar,12-04-2019,35.58,83.38,15.88,15.89,31.36,12.46,0.61,9.538472573154326,24.17,3.7,2.13,8.04,89.0,Satisfactory
Amritsar,13-04-2019,33.04,85.15,15.38,17.82,30.08,10.67,0.82,9.058975413261948,20.66,3.86,1.98,6.49,78.0,Satisfactory
Amritsar,14-04-2019,43.46,90.03,17.36,19.46,36.82,12.85,1.11,9.178415092966478,17.91,4.5,2.24,8.05,93.0,Satisfactory
Amritsar,15-04-2019,49.03,122.91,15.45,18.11,32.28,11.81,0.62,9.4304302892362,22.24,4.71,2.12,7.05,111.0,Moderate
Amritsar,16-04-2019,38.2,105.68,12.61,14.0,26.07,9.8,0.69,11.788714808199224,26.08,2.72,2.06,7.45,126.0,Moderate
Amritsar,17-04-2019,30.8,54.33,12.33,12.97,23.63,8.87,0.59,8.8142374492183,19.07,2.57,1.97,7.02,65.0,Satisfactory
Amritsar,18-04-2019,31.83,60.62,14.63,16.91,25.02,10.11,0.62,8.739841536530252,23.27,3.07,1.7,7.17,58.0,Satisfactory
Amritsar,19-04-2019,43.3,81.48,17.41,19.0,36.61,12.32,0.93,9.485257581890236,27.6,4.32,2.21,9.54,87.0,Satisfactory
Amritsar,20-04-2019,47.63,96.05,17.24,15.44,31.27,12.44,1.21,9.780798187094502,26.86,5.28,2.23,10.68,101.0,Moderate
Amritsar,21-04-2019,64.79,125.99,17.26,15.45,32.71,12.46,1.02,9.863563166085004,28.61,6.52,2.39,12.83,124.0,Moderate
Amritsar,22-04-2019,79.94,147.5,17.26,15.45,32.71,12.46,0.93,11.141971741143909,27.8,6.43,2.33,14.66,158.0,Moderate
Amritsar,23-04-2019,62.45,130.58,17.26,15.45,32.71,12.46,1.52,10.41962307985593,35.21,5.83,2.36,10.89,129.0,Moderate
Amritsar,24-04-2019,35.46,150.77,14.97,17.48,30.51,11.09,0.39,12.925652597704383,28.05,4.38,2.08,9.15,149.0,Moderate
Amritsar,25-04-2019,36.93,76.91,14.29,16.89,30.26,9.5,1.04,10.415651619583803,25.33,3.58,2.09,9.04,91.0,Satisfactory
Amritsar,26-04-2019,38.07,79.67,15.37,13.76,29.13,8.41,0.8,10.054949475997606,30.27,3.33,2.17,11.01,82.0,Satisfactory
Amritsar,27-04-2019,60.35,110.87,15.37,13.76,29.13,8.41,0.78,9.181451193137892,28.28,4.16,2.18,12.91,93.0,Satisfactory
Amritsar,28-04-2019,61.59,151.49,15.37,13.76,29.13,8.41,0.96,10.518178932619998,25.11,4.21,2.19,12.61,125.0,Moderate
Amritsar,29-04-2019,58.58,131.1,19.03,16.09,35.12,10.79,1.0,10.321618141029765,23.26,4.49,2.23,9.75,129.0,Moderate
Amritsar,30-04-2019,47.27,135.19,22.64,18.39,41.03,13.15,0.63,10.00169732359608,25.34,4.05,2.21,6.79,124.0,Moderate
Amritsar,01-05-2019,43.45,95.71,18.09,17.41,35.08,11.63,1.0,10.198549058780175,31.28,3.96,2.19,7.32,106.0,Moderate
Amritsar,02-05-2019,38.35,110.64,14.47,16.64,30.1,10.42,0.5,51.84,33.26,3.74,2.13,10.26,109.0,Moderate
Amritsar,03-05-2019,30.74,80.8,14.47,16.64,31.11,10.42,0.89,62.24,37.59,3.24,2.17,8.21,97.0,Satisfactory
Amritsar,04-05-2019,43.75,100.92,34.72,28.21,57.07,34.44,0.87,36.35,30.69,3.87,2.05,8.83,97.0,Satisfactory
Amritsar,05-05-2019,74.98,145.44,103.44,69.8,44.3,62.39,0.94,7.94,33.14,4.78,2.2,10.98,114.0,Moderate
Amritsar,06-05-2019,59.63,118.65,33.67,64.12,48.79,43.0,1.03,14.18,27.67,5.02,2.3,10.06,147.0,Moderate
Amritsar,07-05-2019,65.93,129.11,33.11,38.61,54.08,50.39,0.97,45.27,29.9,6.59,2.31,10.58,119.0,Moderate
Amritsar,08-05-2019,54.21,110.82,73.43,72.44,95.37,129.46,1.29,67.26,29.01,4.83,2.2,9.16,120.0,Moderate
Amritsar,09-05-2019,84.41,144.68,24.93,29.71,45.5,67.89,0.83,32.97,27.53,5.9,2.32,12.03,147.0,Moderate
Amritsar,10-05-2019,97.06,176.04,40.72,31.61,60.06,78.96,0.96,14.65,33.36,3.95,2.07,8.36,198.0,Moderate
Amritsar,11-05-2019,93.87,135.68,13.96,15.08,25.84,30.65,1.07,27.27,19.58,4.58,2.21,9.82,244.0,Poor
Amritsar,12-05-2019,37.95,76.21,22.15,18.64,35.84,49.09,0.79,26.86,20.99,4.89,2.25,13.61,116.0,Moderate
Amritsar,13-05-2019,90.72,142.79,10.98,12.11,21.62,18.23,1.03,26.99,19.67,5.46,2.22,10.66,174.0,Moderate
Amritsar,14-05-2019,36.44,63.95,12.05,10.57,22.38,7.22,0.82,4.84,25.14,4.05,2.19,8.65,99.0,Satisfactory
Amritsar,15-05-2019,69.3,135.22,12.01,9.09,21.09,6.89,0.8,26.79,19.53,4.88,2.25,9.3,112.0,Moderate
Amritsar,16-05-2019,34.17,70.38,71.16,39.57,81.04,76.27,0.66,11.66,18.37,3.76,2.12,8.13,101.0,Moderate
Amritsar,17-05-2019,38.31,96.81,20.38,14.91,34.47,11.92,0.73,16.1,12.17,4.09,2.22,9.45,99.0,Satisfactory
Amritsar,18-05-2019,31.87,61.91,15.01,9.74,24.64,7.88,1.06,20.38,19.92,3.72,2.19,11.06,76.0,Satisfactory
Amritsar,19-05-2019,49.54,105.25,14.5,9.31,23.29,7.51,0.9,22.3,26.86,4.09,2.13,9.87,100.0,Satisfactory
Amritsar,20-05-2019,37.44,95.69,13.83,10.04,22.93,6.88,0.84,13.1,26.11,3.22,2.08,8.32,102.0,Moderate
Amritsar,21-05-2019,46.62,98.1,33.16,30.3,54.34,37.7,0.76,23.13,25.32,3.44,1.91,7.14,90.0,Satisfactory
Amritsar,22-05-2019,58.24,114.75,61.77,47.67,67.32,52.8,1.09,25.23,26.95,4.66,2.16,8.64,106.0,Moderate
Amritsar,23-05-2019,38.7,93.26,73.32,63.38,95.71,50.53,0.76,12.84,19.33,3.53,2.12,7.57,108.0,Moderate
Amritsar,24-05-2019,26.47,62.35,15.67,11.18,23.35,14.65,0.91,17.6,20.92,3.16,1.97,6.72,79.0,Satisfactory
Amritsar,25-05-2019,22.15,55.39,13.77,8.36,21.59,9.65,0.89,16.45,25.08,3.14,2.16,8.45,71.0,Satisfactory
Amritsar,26-05-2019,34.8,75.58,14.26,8.64,22.57,9.16,1.0,17.25,25.44,4.38,2.2,9.71,77.0,Satisfactory
Amritsar,27-05-2019,32.11,71.02,18.58,13.58,30.02,12.53,0.99,15.4,25.75,3.86,1.97,8.95,77.0,Satisfactory
Amritsar,28-05-2019,38.02,79.34,34.12,32.18,53.48,36.31,0.86,25.47,26.91,4.16,1.98,9.36,81.0,Satisfactory
Amritsar,29-05-2019,43.03,101.54,28.09,22.68,42.36,33.68,1.42,24.33,26.36,5.25,2.14,7.03,100.0,Satisfactory
Amritsar,30-05-2019,57.3,130.38,45.29,27.38,48.35,36.81,0.94,33.42,30.14,6.64,2.34,11.0,123.0,Moderate
Amritsar,31-05-2019,55.89,132.32,32.08,20.02,42.14,26.23,1.19,21.88,31.89,6.19,2.23,10.94,122.0,Moderate
Amritsar,01-06-2019,58.44,141.53,23.22,13.55,30.28,22.5,0.84,25.04,31.93,6.41,2.27,13.48,121.0,Moderate
Amritsar,02-06-2019,49.65,120.56,17.6,11.27,24.49,16.26,1.2,19.91,22.67,6.29,2.33,13.2,124.0,Moderate
Amritsar,03-06-2019,63.82,181.11,17.18,10.54,23.38,14.2,0.39,14.4,24.17,6.36,2.26,11.55,135.0,Moderate
Amritsar,04-06-2019,38.14,123.69,14.94,7.91,16.64,17.73,0.58,6.54,31.2,3.88,1.8,8.7,148.0,Moderate
Amritsar,05-06-2019,51.45,115.44,16.52,9.43,17.31,19.86,0.68,16.63,27.17,4.76,1.81,10.42,104.0,Moderate
Amritsar,06-06-2019,46.72,88.35,18.38,9.22,21.0,21.43,0.53,12.95,40.67,4.4,2.03,11.59,103.0,Moderate
Amritsar,07-06-2019,35.52,68.81,16.51,9.41,20.08,18.25,0.7,22.39,38.58,3.81,1.93,8.94,79.0,Satisfactory
Amritsar,08-06-2019,39.76,97.33,14.99,9.65,21.39,14.95,0.86,19.92,28.88,5.35,2.21,10.58,90.0,Satisfactory
Amritsar,09-06-2019,39.17,86.77,16.07,10.66,19.45,11.16,1.09,20.21,25.17,4.65,1.92,9.68,94.0,Satisfactory
Amritsar,10-06-2019,34.67,95.14,17.29,10.5,20.93,12.81,0.73,21.96,31.75,5.31,1.89,8.38,98.0,Satisfactory
Amritsar,11-06-2019,50.27,146.22,53.67,22.83,64.27,39.57,0.69,22.77,24.11,5.44,2.23,9.93,113.0,Moderate
Amritsar,12-06-2019,52.25,116.06,24.07,13.75,30.02,20.25,0.62,9.37,30.66,3.58,2.02,7.28,122.0,Moderate
Amritsar,13-06-2019,40.12,96.78,15.33,11.14,18.0,14.48,0.55,15.21,30.7,3.24,1.82,6.81,101.0,Moderate
Amritsar,14-06-2019,41.37,96.26,12.73,10.38,13.38,10.57,0.61,35.25,32.36,3.22,1.55,6.45,98.0,Satisfactory
Amritsar,15-06-2019,71.78,157.84,16.8,11.13,22.12,13.4,1.17,33.19,19.86,6.78,2.22,11.36,126.0,Moderate
Amritsar,16-06-2019,44.71,79.43,13.34,10.76,16.12,10.13,0.79,9.81,26.84,4.48,1.84,8.94,106.0,Moderate
Amritsar,17-06-2019,62.47,113.81,16.54,11.16,20.55,13.83,0.78,9.02,22.76,4.23,2.03,8.09,104.0,Moderate
Amritsar,18-06-2019,52.47,124.04,16.64,9.73,16.56,14.85,0.56,5.29,23.74,3.01,1.66,5.28,91.0,Satisfactory
Amritsar,19-06-2019,55.22,177.85,11.61,8.66,16.39,11.57,0.76,18.32,24.29,3.52,1.97,7.14,153.0,Moderate
Amritsar,20-06-2019,31.45,79.17,12.1,8.29,16.71,13.32,0.84,6.59,19.06,3.77,1.95,7.62,121.0,Moderate
Amritsar,21-06-2019,22.63,78.34,21.12,11.89,22.7,19.54,1.01,13.58,23.74,4.25,2.0,9.01,81.0,Satisfactory
Amritsar,22-06-2019,30.66,93.25,31.34,16.42,33.89,38.17,0.77,13.33,25.78,5.12,2.14,10.41,94.0,Satisfactory
Amritsar,23-06-2019,30.83,111.52,14.72,8.14,19.02,38.58,0.75,12.05,18.98,5.03,1.92,9.24,100.0,Satisfactory
Amritsar,24-06-2019,20.91,79.27,13.98,8.09,17.35,38.81,0.77,9.28,9.78,4.81,1.86,6.2,96.0,Satisfactory
Amritsar,25-06-2019,16.57,50.38,13.54,7.71,19.39,33.5,0.59,6.39,15.03,3.47,2.1,7.87,65.0,Satisfactory
Amritsar,26-06-2019,24.92,72.1,13.23,8.78,19.14,30.49,0.42,5.53,22.65,3.59,1.92,8.02,66.0,Satisfactory
Amritsar,27-06-2019,22.93,102.56,18.58,10.12,20.53,32.47,0.29,11.97,32.73,3.73,1.83,8.68,100.0,Satisfactory
Amritsar,28-06-2019,39.66,110.23,12.71,10.55,20.67,19.73,0.72,12.92,25.16,5.22,2.06,9.38,94.0,Satisfactory
Amritsar,29-06-2019,39.39,148.72,12.05,10.47,21.7,19.41,0.43,9.23,23.02,4.41,2.18,10.21,127.0,Moderate
Amritsar,30-06-2019,34.2,121.47,11.64,10.6,20.98,19.41,0.37,10.98,31.58,4.1,2.09,9.86,126.0,Moderate
Amritsar,01-07-2019,38.51,95.89,11.8,10.58,21.27,19.43,0.49,12.69,25.22,4.52,2.12,10.62,93.0,Satisfactory
Amritsar,02-07-2019,35.45,85.48,11.67,10.73,21.03,19.23,0.46,7.28,28.92,3.99,2.05,9.95,86.0,Satisfactory
Amritsar,03-07-2019,39.52,101.22,11.6,10.62,17.19,19.09,0.38,6.6,17.15,3.67,1.7,9.08,98.0,Satisfactory
Amritsar,04-07-2019,39.29,104.66,11.42,10.8,16.89,19.43,0.38,6.95,15.28,3.71,1.61,6.96,105.0,Moderate
Amritsar,05-07-2019,15.97,45.06,11.65,10.65,17.36,18.97,0.47,5.66,14.08,5.15,1.7,6.22,77.0,Satisfactory
Amritsar,06-07-2019,33.24,67.52,12.19,10.16,19.89,19.88,0.37,6.76,15.75,4.6,2.08,9.27,73.0,Satisfactory
Amritsar,07-07-2019,23.68,49.41,14.59,8.8,18.37,18.25,0.59,2.13,17.59,4.11,1.79,8.63,59.0,Satisfactory
Amritsar,08-07-2019,38.8,110.12,13.85,9.07,15.9,16.02,0.47,5.1,25.15,3.47,1.9,8.07,67.0,Satisfactory
Amritsar,09-07-2019,25.52,67.57,12.78,9.21,10.32,3.77,0.45,1.71,36.79,3.0,1.26,6.12,69.0,Satisfactory
Amritsar,10-07-2019,52.38,135.9,22.33,16.7,25.97,11.78,0.34,7.4,23.79,2.27,0.86,5.37,89.0,Satisfactory
Amritsar,11-07-2019,60.87,154.12,49.82,27.4,42.48,24.11,0.24,7.78,23.29,3.11,0.82,10.43,146.0,Moderate
Amritsar,12-07-2019,48.44,135.54,41.18,25.05,47.83,33.67,0.48,4.99,21.32,3.19,1.09,9.54,110.0,Moderate
Amritsar,13-07-2019,50.87,122.29,25.26,15.78,23.76,49.94,0.3,5.78,28.65,2.94,0.87,10.68,142.0,Moderate
Amritsar,14-07-2019,24.63,44.26,40.95,26.07,35.88,83.09,0.2,4.37,26.3,3.32,0.84,10.17,60.0,Satisfactory
Amritsar,15-07-2019,41.52,67.16,35.12,18.92,32.67,63.6,0.32,5.2,22.48,2.22,0.81,9.36,51.0,Satisfactory
Amritsar,16-07-2019,32.36,55.29,17.81,10.18,25.52,14.76,0.3,7.66,16.87,3.19,1.08,9.33,73.0,Satisfactory
Amritsar,17-07-2019,24.46,48.21,16.32,10.4,25.54,11.47,0.29,8.03,19.29,3.32,1.11,6.4,52.0,Satisfactory
Amritsar,18-07-2019,31.59,62.79,31.8,20.49,41.64,22.79,0.39,5.37,18.33,3.13,1.08,8.1,53.0,Satisfactory
Amritsar,19-07-2019,29.65,57.49,17.25,14.02,26.67,13.26,0.4,4.57,20.27,3.68,1.13,7.96,64.0,Satisfactory
Amritsar,20-07-2019,36.65,64.81,13.68,11.3,21.67,12.08,0.53,8.0,18.76,3.59,1.14,9.62,61.0,Satisfactory
Amritsar,21-07-2019,34.1,60.06,11.67,10.68,20.93,11.57,0.47,17.74,22.13,4.25,1.14,7.74,60.0,Satisfactory
Amritsar,22-07-2019,43.15,76.76,14.02,10.4,17.86,11.33,0.31,11.1,16.24,3.4,1.25,13.71,71.0,Satisfactory
Amritsar,23-07-2019,48.85,74.56,7.77,9.49,17.26,10.22,0.17,12.12,22.14,4.4,1.15,14.56,75.0,Satisfactory
Amritsar,24-07-2019,43.72,69.77,7.82,9.53,17.1,10.2,0.38,15.18,27.31,4.18,1.14,13.14,79.0,Satisfactory
Amritsar,25-07-2019,28.22,53.0,8.29,9.31,16.63,10.16,0.27,12.54,21.49,3.5,1.06,10.07,70.0,Satisfactory
Amritsar,26-07-2019,24.73,49.38,9.45,9.94,18.63,10.66,0.5,11.8,14.03,3.7,1.12,13.25,46.0,Good
Amritsar,27-07-2019,27.5,48.96,9.94,10.97,18.41,10.72,0.43,15.86,16.11,3.91,1.14,12.61,55.0,Satisfactory
Amritsar,28-07-2019,26.73,47.19,13.19,13.84,21.83,11.87,0.63,16.16,7.2,5.0,1.15,11.83,55.0,Satisfactory
Amritsar,29-07-2019,29.12,48.46,12.49,14.06,20.12,11.88,0.26,14.42,9.09,4.03,1.1,12.32,51.0,Satisfactory
Amritsar,30-07-2019,25.95,51.61,16.38,14.3,23.36,13.78,0.08,11.39,13.14,4.32,1.18,13.25,48.0,Good
Amritsar,31-07-2019,17.41,41.49,9.36,9.96,17.13,10.51,0.35,12.07,14.03,3.58,1.09,8.2,47.0,Good
Amritsar,01-08-2019,23.92,45.63,8.83,10.22,17.6,10.46,0.51,21.06,11.71,3.73,1.13,5.79,47.0,Good
Amritsar,02-08-2019,16.58,37.38,9.06,9.41,17.4,10.23,0.1,9.62,18.66,3.33,1.12,4.83,42.0,Good
Amritsar,03-08-2019,24.34,49.36,9.15,9.82,17.87,10.23,0.54,5.44,16.52,3.32,1.11,8.31,45.0,Good
Amritsar,04-08-2019,41.6,63.19,7.75,9.07,16.81,10.07,0.54,5.36,13.28,4.21,1.16,3.18,67.0,Satisfactory
Amritsar,05-08-2019,31.11,54.02,8.11,9.13,15.87,10.09,0.24,4.81,10.51,3.88,1.09,8.74,59.0,Satisfactory
Amritsar,06-08-2019,33.02,56.3,8.78,9.18,17.56,10.12,0.28,5.25,16.48,3.67,1.15,12.32,56.0,Satisfactory
Amritsar,07-08-2019,27.95,50.61,7.85,8.96,16.73,10.06,0.5,5.53,17.22,3.35,1.13,12.05,52.0,Satisfactory
Amritsar,08-08-2019,27.18,64.55,8.85,8.96,16.41,10.13,0.48,2.96,14.03,3.75,1.11,13.8,61.0,Satisfactory
Amritsar,09-08-2019,21.42,44.31,8.6,9.28,17.6,10.27,0.15,5.62,12.0,3.85,1.16,4.09,54.0,Satisfactory
Amritsar,10-08-2019,21.94,49.35,8.25,9.3,17.08,10.06,0.51,7.89,13.87,3.59,1.13,2.47,43.0,Good
Amritsar,11-08-2019,27.52,52.67,8.47,9.0,16.78,10.12,0.49,4.6,14.89,3.32,1.11,3.37,53.0,Satisfactory
Amritsar,12-08-2019,32.26,59.32,7.63,9.02,16.62,10.05,0.27,7.12,12.27,3.51,1.14,3.88,54.0,Satisfactory
Amritsar,13-08-2019,20.54,44.11,9.32,8.87,18.19,10.08,0.28,6.38,14.61,2.8,1.12,4.31,53.0,Satisfactory
Amritsar,14-08-2019,23.62,49.13,12.23,9.02,21.25,10.42,0.76,5.33,10.8,2.93,1.13,2.0,50.0,Good
Amritsar,15-08-2019,23.28,50.89,13.5,9.19,22.46,10.72,0.62,5.42,10.12,3.24,1.13,1.98,58.0,Satisfactory
Amritsar,16-08-2019,22.43,46.17,13.5,9.19,22.22,10.72,0.57,5.57,10.14,3.0,1.1,2.7,50.0,Good
Amritsar,17-08-2019,19.43,39.75,13.5,9.19,22.69,10.72,0.42,6.13,14.29,3.16,1.13,2.0,44.0,Good
Amritsar,18-08-2019,11.69,37.87,13.5,9.19,22.69,10.72,0.56,9.05,16.87,2.86,1.13,2.15,39.0,Good
Amritsar,19-08-2019,16.58,35.71,13.46,9.16,21.71,10.68,0.29,6.64,18.05,2.74,1.06,2.92,45.0,Good
Amritsar,20-08-2019,25.06,53.57,13.5,9.19,22.69,10.72,0.53,6.39,24.63,3.15,1.14,2.0,48.0,Good
Amritsar,21-08-2019,42.78,75.93,13.3,9.07,22.38,10.76,0.29,6.24,25.9,3.16,1.14,2.0,68.0,Satisfactory
Amritsar,22-08-2019,34.69,70.15,12.91,8.91,21.82,10.92,0.22,6.12,22.01,2.63,1.13,2.0,77.0,Satisfactory
Amritsar,23-08-2019,34.9,72.3,13.1,8.83,21.94,11.05,0.24,9.0,28.31,2.25,1.02,2.0,69.0,Satisfactory
Amritsar,24-08-2019,42.01,80.46,13.17,8.87,22.01,11.03,0.28,5.79,24.41,2.43,1.12,2.0,77.0,Satisfactory
Amritsar,25-08-2019,44.83550127948641,93.42861703428166,12.108749418815552,20.890886415197546,23.6164286825221,16.134876743053866,-1.116273358,8.762183510329521,32.078112780559564,2.8526320916389727,5.13466108695092,1.817626644537828,80.0,Satisfactory
Amritsar,27-08-2019,36.3,63.21,14.22,9.14,22.63,11.17,0.55,6.49,18.33,2.49,1.13,2.0,68.0,Satisfactory
Amritsar,28-08-2019,44.57,73.97,13.1,8.95,21.55,11.12,0.18,8.7,19.26,2.76,1.12,1.98,84.0,Satisfactory
Amritsar,29-08-2019,35.47,62.21,14.53,9.47,22.6,11.18,0.3,5.48,20.87,2.2,1.1,1.98,64.0,Satisfactory
Amritsar,30-08-2019,37.27,62.08,22.98,11.54,31.46,12.7,0.47,6.96,18.45,2.12,1.11,2.0,60.0,Satisfactory
Amritsar,31-08-2019,42.27,66.27,21.96,19.49,37.54,11.58,0.61,6.46,19.43,2.34,1.12,2.0,70.0,Satisfactory
Amritsar,01-09-2019,41.31,67.58,13.2,8.82,21.98,11.05,0.38,5.8,17.12,2.5,1.12,2.0,80.0,Satisfactory
Amritsar,02-09-2019,29.85,53.6,13.17,8.92,22.06,11.09,0.57,9.33,15.45,2.21,1.11,2.0,54.0,Satisfactory
Amritsar,03-09-2019,41.67,71.05,13.23,8.81,21.81,11.06,1.49,21.08,29.75,2.45,1.42,1.96,79.0,Satisfactory
Amritsar,04-09-2019,43.4,142.24,13.25,8.81,22.06,11.07,0.82,5.98,34.02,1.99,1.11,2.0,144.0,Moderate
Amritsar,05-09-2019,20.82,36.97,13.25,8.81,22.06,11.07,0.68,5.7,21.35,1.72,1.1,2.0,64.0,Satisfactory
Amritsar,06-09-2019,32.17,53.74,13.24,8.81,21.81,11.07,0.94,6.19,13.45,1.79,1.09,1.98,55.0,Satisfactory
Amritsar,07-09-2019,32.83,58.77,13.26,8.77,22.03,11.08,1.0,6.3,13.84,1.97,1.11,2.0,70.0,Satisfactory
Amritsar,08-09-2019,28.54,56.86,16.3,12.06,25.35,11.66,0.84,5.78,14.57,2.03,1.11,2.0,68.0,Satisfactory
Amritsar,09-09-2019,38.61,76.3,22.78,16.01,32.96,12.24,1.17,7.33,17.04,2.06,1.1,1.98,70.0,Satisfactory
Amritsar,10-09-2019,39.22,75.57,14.89,11.7,24.65,9.68,0.94,9.5,14.2,2.08,1.13,2.0,81.0,Satisfactory
Amritsar,11-09-2019,41.36,79.85,13.16,11.2,23.58,9.48,0.3,9.68,15.6,2.04,1.11,2.0,77.0,Satisfactory
Amritsar,12-09-2019,40.96,75.26,13.75,10.7,23.86,9.46,0.86,9.26,19.2,1.9,1.11,2.0,79.0,Satisfactory
Amritsar,13-09-2019,35.44,63.1,13.54,10.91,23.88,9.48,1.13,12.01,29.03,1.74,1.1,2.0,84.0,Satisfactory
Amritsar,14-09-2019,45.56,70.58,17.74,14.37,30.73,9.51,1.52,16.32,19.24,1.92,1.18,1.98,103.0,Moderate
Amritsar,15-09-2019,42.86,69.71,16.53,10.58,23.69,9.61,0.67,7.64,22.4,2.07,1.1,1.98,85.0,Satisfactory
Amritsar,16-09-2019,33.95,61.35,18.8,17.21,28.34,10.34,0.47,12.85,24.2,1.92,1.08,1.96,79.0,Satisfactory
Amritsar,17-09-2019,37.32,65.85,15.01,11.66,25.01,9.59,0.09,15.59,28.21,2.02,1.11,2.0,56.0,Satisfactory
Amritsar,18-09-2019,43.51,74.09,13.95,10.94,24.26,9.55,0.35,12.01,26.59,2.04,1.22,2.0,75.0,Satisfactory
Amritsar,19-09-2019,31.24,54.09,14.64,11.3,24.58,9.65,1.37,15.55,23.48,1.78,1.1,2.0,91.0,Satisfactory
Amritsar,20-09-2019,27.76,52.71,14.0,11.15,24.29,9.29,1.29,20.75,24.46,1.85,1.11,2.0,97.0,Satisfactory
Amritsar,21-09-2019,33.91,61.33,13.95,11.05,23.54,9.45,1.42,43.86,21.75,1.93,1.08,1.95,90.0,Satisfactory
Amritsar,22-09-2019,46.92,76.58,13.6,10.93,23.48,9.62,0.69,41.56,36.57,2.25,1.11,2.0,87.0,Satisfactory
Amritsar,23-09-2019,29.63,55.14,13.39,10.91,23.32,9.5,0.51,6.26,32.18,1.83,1.15,1.98,66.0,Satisfactory
Amritsar,24-09-2019,29.2,55.32,13.75,10.56,23.89,9.34,0.6,10.52,27.3,1.96,1.11,2.0,61.0,Satisfactory
Amritsar,25-09-2019,60.23,82.57,13.29,10.91,23.27,9.46,1.17,20.53,25.56,2.18,1.11,2.0,87.0,Satisfactory
Amritsar,26-09-2019,78.08,97.22,13.34,10.88,23.3,9.51,0.96,10.46,13.97,2.18,1.08,1.95,146.0,Moderate
Amritsar,27-09-2019,35.0,62.07,13.04,10.44,23.08,9.32,0.81,13.46,11.17,1.94,1.1,1.98,96.0,Satisfactory
Amritsar,28-09-2019,21.75,50.58,13.42,10.49,23.87,9.41,0.68,8.25,11.7,1.81,1.11,2.0,60.0,Satisfactory
Amritsar,29-09-2019,12.58,41.81,12.94,10.51,23.2,9.34,0.57,9.96,14.39,1.68,1.09,1.98,63.0,Satisfactory
Amritsar,30-09-2019,16.26,48.02,13.12,10.54,23.63,9.32,0.56,16.98,11.52,1.66,1.1,2.0,48.0,Good
Amritsar,01-10-2019,18.15,51.03,13.16,10.58,23.71,9.36,0.62,21.48,15.92,1.72,1.11,2.0,57.0,Satisfactory
Amritsar,02-10-2019,27.76,65.44,13.38,10.66,23.26,9.41,0.82,49.41,18.07,1.88,1.07,1.99,67.0,Satisfactory
Amritsar,03-10-2019,28.07,69.46,12.93,10.32,22.75,9.29,0.58,10.21,21.01,2.58,1.09,2.93,84.0,Satisfactory
Amritsar,04-10-2019,24.0,51.78,13.19,10.56,23.62,9.32,0.09,6.6,15.08,3.58,1.18,2.91,55.0,Satisfactory
Amritsar,05-10-2019,30.18,54.28,12.51,10.3,22.68,8.98,0.21,4.8,27.04,4.02,1.19,2.15,60.0,Satisfactory
Amritsar,06-10-2019,66.88,95.67,11.96,12.09,20.86,30.09,0.32,4.7,39.06,5.13,1.2,1.98,86.0,Satisfactory
Amritsar,07-10-2019,34.53,75.78,10.57,11.41,20.97,30.69,0.23,3.05,36.75,3.45,1.15,2.0,94.0,Satisfactory
Amritsar,08-10-2019,48.2,73.6,12.29,11.35,21.7,31.13,0.28,1.51,35.6,4.2,1.18,2.0,132.0,Moderate
Amritsar,09-10-2019,47.82,71.06,27.37,12.56,25.77,37.76,0.33,4.19,32.11,3.2,1.07,2.48,81.0,Satisfactory
Amritsar,10-10-2019,36.76,64.47,10.5,11.64,20.98,30.77,0.31,1.64,42.89,3.24,1.15,2.0,77.0,Satisfactory
Amritsar,11-10-2019,67.93,112.42,12.37,12.05,20.91,30.03,0.33,7.35,29.209249329136856,4.06,1.11,1.83,154.0,Moderate
Amritsar,12-10-2019,80.09,134.52,10.82,11.5,20.77,34.63,0.2,2.59,28.50426222534354,4.72,1.2,2.11,155.0,Moderate
Amritsar,13-10-2019,89.61,136.04,12.1,11.33,22.42,29.97,0.28,5.1,29.994347073993577,4.56,1.22,2.0,179.0,Moderate
Amritsar,14-10-2019,76.11,136.64,12.66,12.01,22.6,30.9,0.4,4.86,30.62817363802848,4.08,2.2,2.0,205.0,Poor
Amritsar,15-10-2019,45.01,102.57,11.17,11.41,21.58,30.38,0.48,7.11,27.23106162427167,3.29,4.19,2.0,104.0,Moderate
Amritsar,16-10-2019,60.98,88.71,11.89,11.4,21.93,30.31,0.34,10.91,27.496305471007663,2.98,4.01,1.99,117.0,Moderate
Amritsar,17-10-2019,58.05,81.17,12.25,11.65,21.66,30.47,0.47,16.53,26.97426193939909,2.53,3.64,1.95,95.0,Satisfactory
Amritsar,18-10-2019,38.85,74.0,11.12,11.53,20.3,30.37,0.39,11.45,18.75,1.84,2.59,1.88,94.0,Satisfactory
Amritsar,19-10-2019,22.66,54.08,11.13,11.53,21.65,30.36,0.63,9.21,20.6,2.01,3.51,2.0,58.0,Satisfactory
